the_geom,ID,CATEGORY,VENDORNAME,WEBSITE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,TELEPHONE,CONTACT,CONTACTEMA,TYPED,CAMERAICON,BOROUGH,BCODE,HOUSENUM,STREETNAME
POINT (-73.98036915091258 40.75215052047585),289,Food & Restaurants,Caf矇 Metro (all locations),http://www.cafemetrony.com,22 East 41st Street,4th Floor,New York,NY,10017,"(212) 983-7474, ext. 114",Ty Sullivan,tysully@cafemetrony.com,,yes,Manhattan,1,22,EAST 41 STREET
POINT (-73.98400772653366 40.72030645793986),290,Food & Restaurants,Stuffed Artisan Cannolis,http://www.stuffedcannoli.com,176 Stanton Street,,New York,NY,10002,(212) 995-2266,Brielle Dahan,info@stuffedcannoli.com,,yes,Manhattan,1,176,STANTON STREET
POINT (-73.97413940406108 40.75332986177359),291,Food & Restaurants,Maharaja Indian Restaurant,,133 East 45th Street,,New York,NY,10017,(212) 682-7962,Mr. Rana,tutu26@earthlink.net,,,Manhattan,1,133,EAST 45 STREET
POINT (-73.9548008889118 40.74705730615755),292,Food & Restaurants,Local Labels,http://www.locallabels.com,46-01 5th Street,,Long Island City,NY,11101,(877) 283-6427,Loren Talbot,info@LocalLabels.com,,yes,Queens,4,Jan-46,5 STREET
POINT (-73.8570376658484 40.928210817037765),293,Food & Restaurants,Applebees Neighborhood Bar and Grill,http://www.applemetrorestaurants.com,1 Mall Walk West,,Yonkers,NY,10704,(212) 262-4022,Stephen R. Ekstrom,stephen.ekstrom@applemetro.com,,yes,New York State,6,1,MALL WALK WEST
POINT (-73.87081485825583 40.7345243101037),294,Food & Restaurants,Applebees Neighborhood Bar and Grill,http://www.applemetrorestaurants.com,90-15 Queens Boulevard,,Elmhurst,NY,11201,(212) 262-4022,Stephen R. Ekstrom,stephen.ekstrom@applemetro.com,,yes,Queens,4,90-15,QUEENS BOULEVARD
POINT (-73.92801650448513 40.75558259254971),295,Food & Restaurants,Lil Bistro 33,http://www.lilbistro33.com,33-04 36th Avenue,,Long Island City,NY,11106,(718) 609-1367,Gary Anza,Lilbistro33@aol.com,,,Queens,4,Apr-33,36 AVENUE
POINT (-73.77645391869409 40.77848799076684),296,Food & Restaurants,Applebees Neighborhood Bar and Grill,http://www.applemetrorestaurants.com,213-29 26th Avenue,,Queens,NY,11360,(212) 262-4022,Stephen R. Ekstrom,stephen.ekstrom@applemetro.com,,yes,Queens,4,213-29,26 AVENUE
POINT (-73.78723343976371 40.739585067717265),297,Food & Restaurants,Applebees Neighborhood Bar and Grill,http://www.applemetrorestaurants.com,61-48 188th Street,,Queens,NY,11365,(212) 262-4022,Stephen R. Ekstrom,stephen.ekstrom@applemetro.com,,yes,Queens,4,61-48,188 STREET
POINT (-73.86358671485638 40.73132656576878),298,Food & Restaurants,Applebees Neighborhood Bar and Grill,http://www.applemetrorestaurants.com,95-25 Queens Boulevard,,Rego Park,NY,11374,(212) 262-4022,Stephen R. Ekstrom,stephen.ekstrom@applemetro.com,,yes,Queens,4,95-25,QUEENS BOULEVARD
POINT (-74.10916546563057 40.56891380988307),299,Food & Restaurants,Applebees Neighborhood Bar and Grill,http://www.applemetrorestaurants.com,430 New Dorp Lane,,Staten Island,NY,10306,(212) 262-4022,Stephen R. Ekstrom,stephen.ekstrom@applemetro.com,,yes,Staten Island,5,430,NEW DORP LANE
POINT (-74.22837228788701 40.53068998609776),300,Food & Restaurants,Applebees Neighborhood Bar and Grill,http://www.applemetrorestaurants.com,2720 Veterans Road West,,Staten Island,NY,10309,(212) 262-4022,Stephen R. Ekstrom,stephen.ekstrom@applemetro.com,,yes,Staten Island,5,2720,VETERANS ROAD WEST
POINT (-74.16485154980252 40.579159638957165),301,Food & Restaurants,Applebees Neighborhood Bar and Grill,http://www.applemetrorestaurants.com,2655 Richmond Avenue,,Staten Island,NY,10314,(212) 262-4022,Stephen R. Ekstrom,stephen.ekstrom@applemetro.com,,yes,Staten Island,5,2655,RICHMOND AVENUE
POINT (-74.11324316026476 40.566554818102496),302,Food & Restaurants,Chevys Fresh Mex,http://www.chevysny.com/EN/index.html,2690 Hylan Boulevard,,Staten Island,NY,10306,(212) 262-4022,Stephen R. Ekstrom,stephen.ekstrom@applemetro.com,,,Staten Island,5,2690,HYLAN BOULEVARD
POINT (-73.95785560451334 40.73327432160895),303,Food & Restaurants,Anella,http://www.anellabrooklyn.com,222 Franklin Street,,Brooklyn,NY,11222,(718) 389-8100,Josh Cohen,bluedogcohen@yahoo.com,,yes,Brooklyn,3,222,FRANKLIN STREET
POINT (-73.97530995134608 40.622846168526884),304,Food & Restaurants,New York Ice Cream Co.,http://www.ny-icecream.com,1241 McDonald Avenue,,Brooklyn,NY,11230,(718) 253-5093,Greg Fosdal,nyicecream1@aol.com,,yes,Brooklyn,3,1241,MCDONALD AVENUE
POINT (-73.98797187037292 40.7233838149211),305,Food & Restaurants,Sutra Lounge,http://www.sutranyc.com,16 First Avenue,,New York,NY,10009,(212) 677-9477,Ariel Palitz,ariel@sutranyc.com,,,Manhattan,1,16,FIRST AVENUE
POINT (-73.93495146920601 40.820897629867126),307,Recycling & Waste Removal,"Always Pristine, LLC",http://www.alwayspristine.com,700 Lenox Avenue,Suite 4A,New York,NY,10039,(877) 778-7748,Keesha Gibson,alwayspristine1@aol.com,,,Manhattan,1,700,LENOX AVENUE
POINT (-73.99079348837607 40.7467199686284),309,Groups & Associations,IFP (Independent Feature Project),http://www.ifp.org,104 West 29th Street,12th Floor,New York,NY,10001,"(212) 465-8200, ext. 201",Mitch (Membership Coordinator),newyorkmembership@ifp.org,,,Manhattan,1,104,WEST 29 STREET
POINT (-73.99562814485525 40.602743120681495),310,Hair & Makeup,SUPERCUTS,http://www.supercuts.com,2122 86th Street,,Bensonhurst,NY,11214,(212) 357-6733,Jeanne E. Hauser/Stephanie Melstein,Jeannepsu@comcast.net,,yes,Brooklyn,3,2122,86 STREET
POINT (-73.9952037924286 40.69480586998341),311,Hair & Makeup,SUPERCUTS,http://www.supercuts.com,108 Montague Street,,Brooklyn,NY,11201,(212) 357-6733,Jeanne E. Hauser/Stephanie Melstein,Jeannepsu@comcast.net,,yes,Brooklyn,3,108,MONTAGUE STREET
POINT (-73.97669059398363 40.7644819712289),312,Hair & Makeup,Anapelli Hair Clinic,,57 West 57th Street,Suite 1112,New York,NY,10019,(212) 751-HAIR,,anapellihair@gmail.com,,yes,Manhattan,1,57,WEST 57 STREET
POINT (-73.99378519208759 40.74885402655857),313,Hair & Makeup,DEX,"http://www.dexnewyork.com, http://www.dexnewyorkstudios.com",224 West 30th Street,,New York,NY,10001,(212) 643-3188,Alice An,dexter@dexnewyork.com,,,Manhattan,1,224,WEST 30 STREET
POINT (-73.98023580216004 40.763661956328534),314,Hair & Makeup,Make-Up-Center,,150 West 55th Street,,New York,NY,10019,(212) 977-9494,Kurt Tauss,ktauss@nyc.rr.com,,yes,Manhattan,1,150,WEST 55 STREET
POINT (-73.98742115815205 40.7450306855385),315,Hair & Makeup,Salon Santa Cruz,http://www.salonsantacruz.com,254 Fifth Avenue,,New York,NY,10001,(212) 684-2386,Joanna Santa Cruz,salonsc@aol.com,,,Manhattan,1,254,FIFTH AVENUE
POINT (-73.99316600127156 40.73296069403013),316,Hair & Makeup,SUPERCUTS,http://www.supercuts.com,69 University Place,,New York,NY,10003,(212) 357-6733,Jeanne E. Hauser/Stephanie Melstein,Jeannepsu@comcast.net,,yes,Manhattan,1,69,UNIVERSITY PLACE
POINT (-73.98858417624639 40.729252166722624),317,Hair & Makeup,SUPERCUTS,http://www.supercuts.com,19-23 St. Mark聶s Place,,New York,NY,10003,(212) 357-6733,Jeanne E. Hauser/Stephanie Melstein,Jeannepsu@comcast.net,,yes,Manhattan,1,19-23,ST MARKS PLACE
POINT (-73.99967165083034 40.73295815221189),318,Hair & Makeup,SUPERCUTS,http://www.supercuts.com,378 Avenue of the Americas,,New York,NY,10011,(212) 357-6733,Jeanne E. Hauser/Stephanie Melstein,Jeannepsu@comcast.net,,yes,Manhattan,1,378,AVENUE OF THE AMERICAS
POINT (-73.98011157376536 40.74447615906839),319,Hair & Makeup,SUPERCUTS,http://www.supercuts.com,460 Third Avenue,,New York,NY,10016,(212) 357-6733,Jeanne E. Hauser/Stephanie Melstein,Jeannepsu@comcast.net,,yes,Manhattan,1,460,THIRD AVENUE
POINT (-73.96393456311736 40.76169277009273),320,Hair & Makeup,SUPERCUTS,http://www.supercuts.com,1149 Second Avenue,,New York,NY,10021,(212) 357-6733,Jeanne E. Hauser/Stephanie Melstein,Jeannepsu@comcast.net,,yes,Manhattan,1,1149,SECOND AVENUE
POINT (-73.95678789739188 40.766139539542884),321,Hair & Makeup,SUPERCUTS,http://www.supercuts.com,1292 First Avenue,,New York,NY,10021,(212) 357-6733,Jeanne E. Hauser/Stephanie Melstein,Jeannepsu@comcast.net,,yes,Manhattan,1,1292,FIRST AVENUE
POINT (-73.97537711801742 40.78254207604409),322,Hair & Makeup,SUPERCUTS,http://www.supercuts.com,410 Columbus Ave,,New York,NY,10024,(212) 357-6733,Jeanne E. Hauser/Stephanie Melstein,Jeannepsu@comcast.net,,yes,Manhattan,1,410,COLUMBUS AVENUE
POINT (-73.9695634757486 40.79846287256422),323,Hair & Makeup,SUPERCUTS,http://www.supercuts.com,2675 Broadway,,New York,NY,10025,(212) 357-6733,Jeanne E. Hauser/Stephanie Melstein,Jeannepsu@comcast.net,,yes,Manhattan,1,2675,BROADWAY
POINT (-73.97393608517449 40.7924667117443),324,Hair & Makeup,SUPERCUTS,http://www.supercuts.com,2481 Broadway,,New York,NY,10025,(212) 357-6733,Jeanne E. Hauser/Stephanie Melstein,Jeannepsu@comcast.net,,yes,Manhattan,1,2481,BROADWAY
POINT (-73.95205102972244 40.7768668518511),325,Hair & Makeup,SUPERCUTS,http://www.supercuts.com,1632 Second Avenue,,New York,NY,10028,(212) 357-6733,Jeanne E. Hauser/Stephanie Melstein,Jeannepsu@comcast.net,,yes,Manhattan,1,1632,SECOND AVENUE
POINT (-73.94733739863032 40.77911547768574),326,Hair & Makeup,SUPERCUTS,http://www.supercuts.com,1732 1st Avenue,,New York,NY,10128,(212) 357-6733,Jeanne E. Hauser/Stephanie Melstein,Jeannepsu@comcast.net,,yes,Manhattan,1,1732,1 AVENUE
POINT (-73.77111128585864 40.76342530111374),328,Hair & Makeup,SUPERCUTS,http://www.supercuts.com,4104 Bell Blvd.,,Bayside,NY,11361,(212) 357-6733,Jeanne E. Hauser/Stephanie Melstein,Jeannepsu@comcast.net,,yes,Queens,4,Apr-41,BELL BOULEVARD
POINT (-73.83247950313202 40.71463029147514),329,Hair & Makeup,SUPERCUTS,http://www.supercuts.com,118-10 Queens Boulevard,,Forest Hills,NY,11375,(212) 357-6733,Jeanne E. Hauser/Stephanie Melstein,Jeannepsu@comcast.net,,yes,Queens,4,118-10,QUEENS BOULEVARD
POINT (-74.1139733146489 40.56626589041305),330,Hair & Makeup,SUPERCUTS,http://www.supercuts.com,2714 Hylan Boulevard,,Staten Island,NY,11306,(212) 357-6733,Jeanne E. Hauser/Stephanie Melstein,Jeannepsu@comcast.net,,yes,Staten Island,5,2714,HYLAN BOULEVARD
POINT (-73.97566543054647 40.76431433005866),352,Hotels,aka: Central Park,http://www.stayaka.com,42 West 58th Street,,New York,NY,10019,(866) 561-6863,Virginia Ditto,athompson@kormancommunities.com,,yes,Manhattan,1,42,WEST 58 STREET
POINT (-73.75175641094121 40.69318973994156),1002,Catering,Crown Jewel Catering,http://www.crownjewelcatering.com,118-05 200 Street,,Saint Albans,NY,11412,(888) 850-3342,Ronald C. Floyd / Lionel J. Carrington,info@crownjewelcatering.com,,yes,Queens,4,118-05,200 STREET
POINT (-73.98671518209545 40.69322147148112),333,Hardware & Tools,Sids Harware and Home Center Corporation,http://www.sidshardware.com,345 Jay Street,,Brooklyn,NY,11201,(718) 875-2259,Michael Gold,no email,,,Brooklyn,3,345,JAY STREET
POINT (-74.00554385583969 40.70888099517127),334,Hardware & Tools,AAA Fulton Supply Inc.,,74 Fulton Street,,New York,NY,10038,(212) 587-4088,Alex Portnoy,AVPortnoy@yahoo.com,,,Manhattan,1,74,FULTON STREET
POINT (-73.99190000238224 40.758599315929324),335,Hardware & Tools,American Home Hardware & More,,590 9th Avenue,,New York,NY,10036,(212) 765-7357,Felix Atlasman,felixatlas@yahoo.com,,,Manhattan,1,590,9 AVENUE
POINT (-73.99894631571878 40.73793164027852),336,Hardware & Tools,Arties Hardware & Locksmith,http://www.locksmithnyc.com,140 West 14th Street,,New York,NY,10011,(212) 243-0381,Joshua Milstein,info@locksmithnyc.com,,yes,Manhattan,1,140,WEST 14 STREET
POINT (-73.98055289589121 40.75599274121361),337,Hardware & Tools,New Hippodrome Hardware Corp.,http://www.truevalue.com,23 West 45th Street,,New York,NY,10036,(212) 840-2791,David/Gary/Tino,no email,,,Manhattan,1,23,WEST 45 STREET
POINT (-73.97433035392731 40.753392702524856),338,Hardware & Tools,Reimer Locksmith,,129 East 45th Street,,New York,NY,10017,(212) 818-1550,Cory Grumet,no email,,yes,Manhattan,1,129,EAST 45 STREET
POINT (-74.0124346333083 40.706239889697244),339,Hardware & Tools,Trade Center Locksmith and Hardware,http://www.tradecenterlocksmithandhardware.com,45 New Street,,New York,NY,10004,(212) 962-1086,Kevin Shahidi,tradecenterlock@yahoo.com,,,Manhattan,1,45,NEW STREET
POINT (-73.82013588751572 41.055345551664686),340,Hardware & Tools,Westchester Tool Rentals,http://www.wtrrentals.com,11 Vreeland Avenue,,Elmsford,NY,10523,(914) 592-2016,Kenny Puff,kennypuff@wtrrentals.com,,yes,New York State,6,11,VREELAND AVENUE
POINT (-74.0039453847824 40.759683706917045),565,Marine & Water Services,NY Waterway Tours,http://www.nywaterway.com,Pier 78,West 38th Street at 12th Avenue,New York,NY,10018,(201) 370-3659,Dana Monaghan,dana@nywaterway.com,,,Manhattan,1,,PIER 78
POINT (-74.0090031042845 40.71036569281753),566,Marine & Water Services,Shearwater Holdings Inc.,http://www.shearwatersailing.com,198 Broadway,Suite 806,New York,NY,10038,(212) 619-0885,Thomas Berton,tom@shearwatersailing.com,,,Manhattan,1,198,BROADWAY
POINT (-73.98763505556134 40.730369185163774),567,Marine & Water Services,SilverScreen Marine,http://www.silverscreenmarine.com,127 East 10th Street,#7/8,New York,NY,10003,(212) 505-0694,Adam Brown,info@silverscreenmarine.com,,,Manhattan,1,127,EAST 10 STREET
POINT (-73.9769045192381 40.64725863891573),568,Marine & Water Services,Delta Mike Marine Charters,,205 East 4th Street,,Brooklyn,NY,11218,(646) 649-6323,Andrew Dilauro,dmednick@comcast.net,,yes,Brooklyn,3,205,EAST 4 STREET
POINT (-73.83958550612496 40.855634819447566),569,Medical Services,Citywide Mobile Response Corp.,,1624 Stillwell Avenue,,Bronx,NY,10461,(718) 597-6100,Larry Fawcet,larryfawcett@optonline.net,,yes,Bronx,2,1624,STILLWELL AVENUE
POINT (-73.98202036299388 40.585111953178476),570,Medical Services,Midwood Ambulance,http://www.midwoodambulance.com,2593 West 13th Street,,Brooklyn,NY,11223,(718) 645-1000,John Rapisarda,JohnR@midwoodambulance.com,,,Brooklyn,3,2593,WEST 13 STREET
POINT (-73.99056335001752 40.7408214820475),571,Medical Services,10/10 Optics,http://www.1010optics.com,168 5th Avenue,,New York,NY,10010,(212) 366-1010,Ruth Domber,optics1010@aol.com,,,Manhattan,1,168,5 AVENUE
POINT (-73.99409626388733 40.74042921765632),572,Medical Services,Alban Acupuncture and Herbs,http://www.albanacupuncture.com,59 West 19th Street,Suite 6C,New York,NY,10011,(917) 887-4946,Joseph Alban,joseph@albanacupuncture.com,,,Manhattan,1,59,WEST 19 STREET
POINT (-73.9873225207182 40.68524249326667),343,Hotels,Escape Guesthouse LLC,http://www.escapeguesthouse.com,168 Bergen Street,,Brooklyn,NY,11217,(718) 243-1171,Elizabeth Kennick,info@escapeguesthouse.com,,yes,Brooklyn,3,168,BERGEN STREET
POINT (-73.98434588427965 40.67828687300995),344,Hotels,Holiday Inn Express Brooklyn,http://www.expressbrooklyn.com,625 Union Street,,Brooklyn,NY,11215,(718) 797-1133,Cathy Pascale,cathy.pascale@expressbrooklyn.com,,,Brooklyn,3,625,UNION STREET
POINT (-73.98852990991752 40.69327263378755),345,Hotels,New York Marriott Brooklyn,http://www.brooklynmarriott.com,333 Adams Street,,Brooklyn,NY,11201,(212) 704-8737,Judy Tang,judy.tang@marriott.com,,,Brooklyn,3,333,ADAMS STREET
POINT (-74.0031026637623 40.72395805527152),346,Hotels,60 Thompson,http://www.60thompson.com,60 Thompson Street,,New York,NY,10012,(212) 204-6464,Pablo Migoya,no email,,yes,Manhattan,1,60,THOMPSON STREET
POINT (-73.98822769239435 40.74564653809395),347,Hotels,Ace Hotel New York,http://www.acehotel.com/newyork,20 West 29th Street,,New York,NY,10001,(212) 679-2222,Tiffany Richards,tiffany.richards@acehotel.com,,yes,Manhattan,1,20,WEST 29 STREET
POINT (-73.97094358832788 40.75615036810974),348,Hotels,Affinia 50,http://www.affinia.com,155 East 50th Street,,New York,NY,10022,(646) 424-2626,Tracy Parrillo,tparrillo@affinia.com,,yes,Manhattan,1,155,EAST 50 STREET
POINT (-73.98228646503645 40.688067160653816),947,Wardrobe,312 Livingston Footwear dba Claro Shoes,http://www.clarotallandwide.com,312 Livingston Street,,Brooklyn,NY,11217,(718) 875-2981,Ocelia Claro,oceliaclaro@aol.com,,yes,Brooklyn,3,312,LIVINGSTON STREET
POINT (-73.97929191481067 40.7459197531792),349,Hotels,Affinia Dumont Plaza Hotel,http://www.affinia.com/NYC-Hotel/Affinia-Dumont/Overview.cfm,150 East 34th Street,,New York,NY,10016,(646) 424-2626,Tracy Parrillo,tparrillo@affinia.com,,yes,Manhattan,1,150,EAST 34 STREET
POINT (-73.96308475384262 40.76441254152983),350,Hotels,Affinia Gardens,http://www.affinia.com,215 East 64th Street,,New York,NY,10021,(646) 424-2626,Tracy Parrillo,tparrillo@affinia.com,,yes,Manhattan,1,215,EAST 64 STREET
POINT (-73.99166300532542 40.74870174385055),351,Hotels,Affinia Manhattan,http://www.affinia.com,371 Seventh Avenue,,New York,NY,10001,(646) 424-2626,Tracy Parrillo,tparrillo@affinia.com,,yes,Manhattan,1,371,SEVENTH AVENUE
POINT (-73.96456469869051 40.75787228278874),353,Hotels,aka: Sutton Place,http://www.thesutton.com,330 East 56th Street,,New York,NY,10022,(212) 752-8888,Maggie Landon,no email,,yes,Manhattan,1,330,EAST 56 STREET
POINT (-73.98415778297604 40.756808937785884),354,Hotels,aka: Times Square,http://www.stayaka.com,123 West 44th Street,,New York,NY,10036,(212) 575-5053,Stephanie Erceg,athompson@kormancommunities.com,,yes,Manhattan,1,123,WEST 44 STREET
POINT (-73.98674176039987 40.75903799627323),355,Hotels,aka: United Nations,http://www.stayaka.com,234 West 46th Street,,New York,NY,10017,(646) 291-4205,Noel Hernandez,nhernandez@kormancommunities.com,,yes,Manhattan,1,234,WEST 46 STREET
POINT (-73.97245378643098 40.75269235966584),356,Hotels,Alex Hotel,http://www.thealexhotel.com,205 East 45th Street,,New York,NY,10017,(212) 850-6558,Ashley Rothkopf,arothkopf@thealexhotel.com,,yes,Manhattan,1,205,EAST 45 STREET
POINT (-73.98291064686103 40.76401371095268),357,Hotels,Ameritania Hotel,http://www.ameritanianyc.com,230 West 54th Street,,New York,NY,10019,(212) 292-5547,Michael Shepard,mshepard@amsterdamhospitality.com,,yes,Manhattan,1,230,WEST 54 STREET
POINT (-73.96608664089727 40.75334391057043),358,Hotels,Beekman Tower Hotel,http://www.affinia.com/NYC-Hotel/Beekman-Tower/Overview.cfm,3 Mitchell Place,,New York,NY,10017,(646) 424-2631,Bruce Simms,bsimms@affinia.com,,,Manhattan,1,3,MITCHELL PLACE
POINT (-73.98795051621741 40.76167582732626),359,Hotels,Belvedere Hotel,http://www.belevederehotelnyc.com,319 West 48th Street,,New York,NY,10036,(212) 245-7000,Beth Roldan,beth.roldan@belvederehotelnyc.com,,,Manhattan,1,319,WEST 48 STREET
POINT (-73.95830424663124 40.760159303059055),360,Hotels,Bentley Hotel,http://www.bentleyhotelnyc.com,500 East 62nd Street,,New York,NY,10065,(212) 292-5547,Michael Shepard,mshepard@amsterdamhospitality.com,,yes,Manhattan,1,500,EAST 62 STREET
POINT (-73.9951984889136 40.71838613740331),361,Hotels,Best Western Bowery Hanbee Hotel,http://www.bw-boweryhanbeehotel.com,231 Grand Street,,New York,NY,10013,(212) 925-1133,Jeffrey Reich-Hale,jeffrey.hale@ihrco.com,,,Manhattan,1,231,GRAND STREET
POINT (-73.99735788603488 40.755267450115234),362,Hotels,Comfort Inn Midtown West,http://www.comfortnyc.com,442 West 36th Street,,New York,NY,10018,(212) 714-6699,Nicole Barr,nbarr@geminihospitality.com,,yes,Manhattan,1,442,WEST 36 STREET
POINT (-73.99155744986557 40.755736522451784),363,Hotels,Comfort Inn Theater District,http://www.comfortnyc.com,305 West 39th Street,,New York,NY,10018,(212) 268-3040,Nicole Barr,nbarr@geminihospitality.com,,yes,Manhattan,1,305,WEST 39 STREET
POINT (-73.99252470761816 40.75645845741593),364,Hotels,Fairfield Inn Times Square,http://www.fairfieldinntimessquare.com,330 West 40th Street,,New York,NY,10018,(646) 666-4611,Violet Robinson,violet.robinson@marriott.com,,yes,Manhattan,1,330,WEST 40 STREET
POINT (-73.99236589582466 40.75639257216848),365,Hotels,Four Points by Sheraton Midtown Times Square,http://www.fourpointsmidtowntimessquare.com,326 West 40th Street,,New York,NY,10018,(212) 967-8585,Patricia Troy,patricia.troy@fourpointsmidtowntimessquare.com,,yes,Manhattan,1,326,WEST 40 STREET
